Age,Budget,Interet,Duree,Climat,Destination
23,540,Ile,3,Froid,Vancouver
58,1736,Nature,7,Froid,Marrakech
50,3160,Megalopole,9,Tempéré,Le Cap
34,1196,Aventure,8,Tempéré,Bali
33,561,Culture,3,Tempéré,Buenos Aires
24,2244,Ile,4,Froid,Rome
52,1003,Megalopole,5,Tempéré,Bangkok
28,2721,Nature,9,Chaud,Santorin
28,2045,Culture,13,Tempéré,Cancun
45,3376,Megalopole,8,Tempéré,Machu Picchu
25,1871,Ile,5,Froid,Dubai
37,2007,Historique,12,Tempéré,Bangkok
58,3412,Nature,3,Tempéré,Vancouver
44,1819,Megalopole,3,Tempéré,Amsterdam
41,3424,Culture,6,Chaud,Kyoto
31,1856,Culture,3,Tempéré,Dubai
53,6491,Megalopole,12,Chaud,New York
68,1553,Historique,5,Tempéré,Machu Picchu
31,1642,Aventure,9,Chaud,Patagonie
58,5308,Megalopole,9,Tempéré,New York
49,3977,Historique,5,Froid,Rome
35,3360,Megalopole,8,Tempéré,Bangkok
51,2048,Megalopole,4,Tempéré,Kyoto
40,1282,Plage,4,Froid,Kyoto
48,4898,Nature,4,Froid,Prague
18,855,Aventure,14,Tempéré,Patagonie
43,1539,Culture,9,Froid,Le Cap
18,500,Nature,5,Chaud,Le Caire
18,500,Megalopole,15,Froid,Dubai
35,2244,Culture,12,Froid,Amsterdam
43,1839,Historique,10,Chaud,Marrakech
18,1129,Aventure,3,Chaud,Le Caire
29,2474,Culture,19,Tempéré,Buenos Aires
54,500,Aventure,14,Chaud,Bangkok
35,1920,Plage,11,Chaud,Barcelone
41,2203,Megalopole,7,Froid,Amsterdam
36,1837,Aventure,8,Froid,Paris
35,3996,Aventure,3,Froid,Patagonie
42,2981,Plage,6,Froid,Amsterdam
45,3220,Culture,8,Chaud,Los Angeles
48,4364,Historique,5,Froid,Amsterdam
46,3058,Aventure,7,Froid,Vancouver
21,1231,Historique,4,Froid,Kyoto
23,936,Culture,8,Tempéré,Buenos Aires
49,2687,Aventure,7,Tempéré,Kyoto
41,2662,Historique,22,Chaud,Bangkok
58,5966,Historique,6,Tempéré,Kyoto
42,2892,Culture,9,Tempéré,Kyoto
36,3957,Ile,10,Froid,Rome
46,2141,Culture,4,Froid,Prague
30,1203,Nature,7,Chaud,Le Cap
40,3556,Megalopole,9,Tempéré,Los Angeles
50,4605,Plage,7,Froid,Barcelone
62,5862,Nature,5,Froid,Bora Bora
33,1350,Ile,5,Tempéré,Santorin
33,2359,Historique,6,Chaud,Sydney
27,1994,Nature,8,Tempéré,Buenos Aires
30,2874,Plage,5,Tempéré,Kyoto
40,2769,Plage,4,Chaud,Barcelone
47,4442,Nature,10,Tempéré,Amazonie
49,916,Megalopole,5,Chaud,Vancouver
23,1633,Nature,14,Tempéré,Barcelone
45,2826,Culture,3,Froid,Londres
75,3700,Ile,9,Froid,New York
47,942,Culture,8,Chaud,Marrakech
57,1514,Plage,4,Chaud,Rome
33,3161,Ile,7,Froid,Machu Picchu
35,2960,Culture,9,Chaud,Los Angeles
23,2518,Culture,3,Froid,Iles Galapagos
27,2969,Historique,9,Chaud,Kyoto
39,1908,Megalopole,3,Chaud,Kyoto
51,1990,Nature,21,Froid,Santorin
33,3537,Historique,7,Chaud,Queenstown
26,1612,Ile,11,Tempéré,Zanzibar
40,3206,Aventure,9,Tempéré,Londres
40,2913,Nature,9,Tempéré,Iles Galapagos
27,1539,Nature,19,Froid,Vancouver
57,5125,Plage,6,Chaud,Sydney
21,810,Historique,12,Tempéré,Buenos Aires
50,4357,Culture,13,Chaud,Londres
38,1806,Megalopole,6,Chaud,Le Cap
40,3427,Ile,11,Tempéré,Patagonie
34,3020,Ile,4,Tempéré,Machu Picchu
18,1623,Ile,8,Tempéré,Buenos Aires
18,1848,Aventure,8,Froid,Bali
38,1446,Nature,8,Chaud,Sydney
36,3244,Culture,5,Chaud,Londres
30,1470,Megalopole,6,Tempéré,Prague
52,2583,Plage,10,Tempéré,Barcelone
29,1030,Culture,6,Froid,Amsterdam
51,3384,Nature,8,Tempéré,Kyoto
33,2977,Ile,9,Tempéré,Kyoto
40,2823,Plage,5,Froid,Amsterdam
42,3126,Aventure,6,Chaud,Rio de Janeiro
40,3051,Historique,9,Tempéré,Kyoto
41,503,Plage,7,Froid,Barcelone
51,4086,Historique,11,Froid,Rome
50,3457,Megalopole,3,Chaud,Los Angeles
47,500,Aventure,4,Chaud,Rio de Janeiro
34,2387,Ile,13,Tempéré,Bora Bora
49,4211,Ile,3,Tempéré,Kyoto
49,3775,Nature,15,Tempéré,Tokyo
30,1304,Ile,13,Chaud,Rio de Janeiro
48,3566,Nature,3,Tempéré,Le Cap
42,2940,Culture,4,Froid,Patagonie
33,2058,Ile,4,Tempéré,Zanzibar
59,5453,Nature,13,Tempéré,Prague
48,4281,Historique,4,Chaud,Bangkok
19,896,Plage,14,Chaud,Bali
51,3679,Plage,5,Chaud,Cancun
30,1470,Megalopole,6,Froid,Rome
18,779,Ile,3,Tempéré,Santorin
27,2524,Megalopole,10,Tempéré,Iles Galapagos
20,1985,Historique,3,Tempéré,Machu Picchu
45,3276,Megalopole,7,Tempéré,Los Angeles
46,3889,Plage,5,Chaud,Santorin
41,2337,Megalopole,8,Froid,New York
39,2013,Historique,7,Froid,Santorin
44,3922,Plage,4,Chaud,Le Caire
41,2603,Nature,5,Chaud,Iles Galapagos
44,4116,Ile,4,Tempéré,Buenos Aires
22,1166,Megalopole,3,Froid,Paris
23,1477,Plage,3,Froid,Cancun
58,1357,Plage,8,Chaud,Cancun
39,2539,Historique,5,Froid,Patagonie
47,2195,Ile,8,Froid,Amsterdam
34,2732,Aventure,18,Froid,Patagonie
44,2203,Aventure,5,Chaud,Bangkok
49,1947,Megalopole,14,Tempéré,Tokyo
57,5761,Ile,5,Tempéré,Bora Bora
34,681,Culture,8,Chaud,Bali
45,2833,Historique,11,Tempéré,Amazonie
58,3846,Ile,9,Tempéré,Bora Bora
45,3195,Culture,10,Tempéré,Buenos Aires
46,2712,Culture,12,Chaud,Iles Galapagos
40,2791,Aventure,4,Froid,Vancouver
39,1965,Aventure,6,Froid,Bangkok
33,3048,Nature,8,Tempéré,Iles Galapagos
45,1664,Ile,8,Froid,Prague
32,2987,Historique,9,Tempéré,Amsterdam
43,4116,Culture,8,Froid,Marrakech
47,3715,Aventure,7,Tempéré,Santorin
39,1617,Megalopole,19,Chaud,Sydney
28,2551,Aventure,4,Chaud,Bora Bora
38,3100,Historique,10,Tempéré,Machu Picchu
28,1279,Plage,18,Chaud,Prague
38,3114,Ile,6,Chaud,Bora Bora
27,1156,Historique,10,Froid,Kyoto
39,3763,Nature,8,Froid,Le Caire
33,2965,Nature,6,Chaud,Bangkok
18,1368,Plage,12,Chaud,Zanzibar
29,3518,Nature,7,Froid,Amazonie
30,2069,Aventure,6,Tempéré,Iles Galapagos
54,4411,Megalopole,6,Tempéré,Los Angeles
33,1825,Aventure,16,Tempéré,Patagonie
32,2068,Ile,6,Chaud,Bali
30,2486,Culture,8,Chaud,Le Cap
43,3184,Culture,10,Froid,Amsterdam
29,1939,Megalopole,15,Chaud,Iles Galapagos
38,2290,Megalopole,6,Chaud,Rome
48,2350,Plage,7,Tempéré,Buenos Aires
36,2177,Culture,4,Tempéré,Buenos Aires
24,1346,Plage,7,Tempéré,Cancun
33,2878,Aventure,6,Tempéré,Buenos Aires
48,3491,Nature,8,Chaud,Amazonie
41,1457,Plage,6,Chaud,Barcelone
41,2210,Nature,8,Froid,Vancouver
48,1172,Ile,5,Tempéré,Bora Bora
58,1422,Megalopole,5,Froid,Sydney
56,3701,Ile,10,Chaud,Londres
45,4030,Plage,7,Froid,Zanzibar
27,1895,Ile,3,Froid,Bora Bora
40,3060,Megalopole,4,Tempéré,Amazonie
18,1273,Aventure,12,Tempéré,Paris
58,2702,Megalopole,14,Tempéré,Buenos Aires
62,2491,Plage,21,Froid,Prague
41,3279,Ile,3,Tempéré,Zanzibar
38,1710,Culture,16,Chaud,Queenstown
47,500,Culture,19,Froid,Paris
18,911,Ile,3,Froid,Patagonie
18,1748,Plage,5,Chaud,Le Cap
38,1596,Megalopole,5,Tempéré,Marrakech
44,3720,Historique,6,Froid,Kyoto
20,568,Culture,5,Froid,Amsterdam
29,2345,Historique,21,Froid,Rio de Janeiro
38,1537,Culture,5,Tempéré,Buenos Aires
19,824,Megalopole,7,Froid,Bangkok
24,1322,Historique,4,Chaud,Le Caire
52,4064,Aventure,7,Froid,Amsterdam
34,2340,Ile,4,Froid,Iles Galapagos
56,4400,Culture,13,Chaud,Cancun
40,3412,Plage,9,Tempéré,Marrakech
42,1992,Plage,5,Tempéré,Rio de Janeiro
60,2279,Aventure,11,Chaud,Rome
18,734,Ile,3,Tempéré,Bali
31,1250,Culture,10,Chaud,Marrakech
33,2058,Aventure,4,Froid,Londres
45,4544,Aventure,12,Froid,Patagonie
18,500,Megalopole,6,Froid,Dubai
50,3385,Ile,3,Tempéré,New York
51,2198,Plage,7,Froid,Queenstown
43,3685,Nature,5,Froid,Los Angeles
55,4904,Culture,10,Froid,Amsterdam
51,4389,Plage,7,Froid,Machu Picchu
57,2787,Historique,16,Froid,Machu Picchu
27,2788,Megalopole,8,Froid,New York
25,1611,Megalopole,11,Tempéré,Amsterdam
49,3834,Ile,7,Chaud,Bora Bora
42,3398,Nature,5,Froid,Le Cap
26,2472,Aventure,10,Chaud,Patagonie
57,6288,Aventure,5,Tempéré,Amsterdam
43,2317,Culture,12,Chaud,Cancun
30,697,Megalopole,6,Froid,Londres
40,2559,Historique,4,Tempéré,Machu Picchu
50,1413,Plage,11,Tempéré,Buenos Aires
39,3461,Megalopole,5,Tempéré,Tokyo
48,2172,Ile,8,Froid,Santorin
42,3882,Nature,11,Froid,Prague
26,1523,Aventure,5,Froid,Queenstown
18,1135,Megalopole,8,Froid,Cancun
22,1426,Megalopole,7,Froid,Buenos Aires
51,1714,Aventure,9,Tempéré,Bangkok
42,1209,Aventure,6,Tempéré,Bali
26,1620,Plage,13,Froid,Amsterdam
46,1126,Culture,3,Chaud,Santorin
35,2144,Historique,3,Tempéré,Paris
23,500,Culture,6,Froid,Amsterdam
28,1450,Ile,27,Chaud,Rome
42,2313,Ile,8,Froid,Zanzibar
29,2136,Nature,3,Chaud,Le Cap
39,2309,Culture,4,Chaud,Marrakech
46,3227,Culture,7,Tempéré,Le Caire
33,1840,Plage,4,Tempéré,Cancun
57,4782,Megalopole,5,Chaud,Los Angeles
37,2856,Megalopole,3,Tempéré,New York
31,1293,Nature,3,Chaud,Le Cap
50,2745,Aventure,5,Froid,Queenstown
36,1422,Megalopole,7,Tempéré,Paris
29,2935,Megalopole,6,Tempéré,Dubai
38,2935,Megalopole,19,Chaud,Los Angeles
26,1798,Megalopole,8,Froid,Queenstown
50,5053,Nature,12,Froid,Iles Galapagos
52,3706,Nature,5,Froid,Iles Galapagos
18,1652,Megalopole,12,Tempéré,Los Angeles
29,2063,Ile,19,Tempéré,Bangkok
29,500,Historique,11,Froid,Machu Picchu
23,1640,Aventure,8,Chaud,Le Cap
43,2442,Aventure,16,Chaud,Queenstown
41,2186,Aventure,5,Tempéré,Marrakech
18,1474,Culture,6,Froid,Amsterdam
71,4530,Aventure,6,Tempéré,Amazonie
46,2474,Megalopole,7,Chaud,Los Angeles
22,1212,Plage,9,Chaud,Le Cap
70,5739,Culture,6,Chaud,Barcelone
49,3068,Plage,7,Chaud,Rio de Janeiro
53,4106,Aventure,10,Chaud,Rio de Janeiro
52,5423,Aventure,8,Chaud,Bangkok
48,500,Culture,3,Froid,Prague
49,636,Plage,8,Chaud,Bangkok
30,1682,Historique,6,Tempéré,Rome
36,2642,Ile,6,Tempéré,Zanzibar
38,2509,Megalopole,7,Froid,Sydney
35,2537,Megalopole,5,Froid,Bangkok
21,1700,Plage,3,Tempéré,Rio de Janeiro
29,1309,Ile,8,Chaud,Prague
32,936,Megalopole,11,Tempéré,Dubai
36,1798,Aventure,4,Chaud,Rome
18,1153,Nature,7,Chaud,Amazonie
46,3998,Culture,6,Tempéré,Paris
41,1390,Plage,10,Chaud,Cancun
39,2021,Ile,8,Froid,Zanzibar
23,1930,Megalopole,3,Tempéré,Dubai
51,4009,Aventure,6,Froid,Prague
18,810,Nature,5,Froid,Bangkok
18,837,Megalopole,8,Froid,Sydney
40,2657,Megalopole,12,Chaud,Tokyo
43,3704,Culture,5,Tempéré,Buenos Aires
50,3895,Nature,8,Chaud,Amazonie
41,3529,Ile,6,Tempéré,Kyoto
37,2350,Historique,3,Chaud,Vancouver
21,1588,Plage,7,Chaud,Bali
19,2165,Megalopole,4,Froid,Buenos Aires
69,6155,Plage,5,Tempéré,Rio de Janeiro
46,2742,Megalopole,7,Tempéré,Cancun
39,3622,Aventure,6,Froid,Amsterdam
58,3660,Ile,5,Tempéré,Bora Bora
39,3351,Nature,8,Chaud,Londres
18,985,Megalopole,6,Tempéré,Sydney
48,3085,Aventure,15,Froid,Patagonie
32,1034,Culture,7,Tempéré,Marrakech
42,869,Historique,5,Froid,Prague
27,1549,Aventure,4,Froid,Queenstown
23,2440,Culture,7,Tempéré,Paris
44,3447,Historique,16,Froid,Prague
30,1951,Plage,3,Tempéré,Barcelone
34,2133,Ile,10,Chaud,Bora Bora
62,2875,Culture,6,Froid,Marrakech
45,4999,Culture,6,Froid,Amsterdam
42,3148,Ile,8,Chaud,Santorin
18,1121,Plage,8,Chaud,Rio de Janeiro
26,2321,Megalopole,12,Froid,Amsterdam
55,1668,Plage,6,Froid,Le Cap
36,2802,Ile,5,Tempéré,Dubai
36,3117,Plage,6,Tempéré,Barcelone
18,637,Plage,4,Tempéré,Le Cap
18,956,Megalopole,9,Froid,Sydney
28,2119,Plage,8,Chaud,Barcelone
44,4443,Ile,7,Chaud,Marrakech
24,2948,Plage,10,Tempéré,Barcelone
38,2198,Plage,9,Tempéré,Prague
43,3307,Historique,5,Tempéré,Amsterdam
40,3845,Megalopole,11,Froid,Paris
45,2510,Historique,6,Froid,Prague
38,3382,Historique,9,Chaud,Cancun
39,1295,Plage,6,Chaud,Dubai
54,500,Plage,3,Chaud,Buenos Aires
39,828,Culture,5,Chaud,Paris
52,2183,Plage,4,Tempéré,Paris
37,1693,Culture,5,Tempéré,Prague
22,1325,Ile,12,Tempéré,Bali
28,563,Ile,6,Froid,Le Caire
34,3773,Aventure,6,Tempéré,New York
35,4018,Plage,10,Tempéré,Vancouver
27,2699,Aventure,6,Tempéré,Machu Picchu
45,2878,Nature,7,Froid,Amazonie
38,4648,Ile,7,Froid,Bali
27,1811,Megalopole,5,Chaud,Sydney
18,500,Culture,12,Chaud,Santorin
33,1807,Megalopole,8,Tempéré,Paris
21,500,Plage,6,Froid,Rio de Janeiro
35,2021,Megalopole,5,Tempéré,Los Angeles
39,2280,Aventure,8,Chaud,Dubai
33,500,Megalopole,8,Chaud,Bangkok
28,1874,Plage,4,Chaud,Kyoto
35,2500,Historique,20,Froid,Bali
30,2932,Culture,7,Tempéré,Amsterdam
31,1012,Plage,12,Froid,Prague
41,4317,Ile,3,Chaud,Bali
44,3455,Culture,9,Chaud,Le Cap
42,1727,Nature,6,Froid,Prague
53,4581,Plage,8,Froid,Barcelone
41,3237,Aventure,3,Chaud,Queenstown
30,672,Nature,4,Chaud,Dubai
20,731,Culture,9,Tempéré,Rio de Janeiro
50,3958,Historique,11,Froid,Amsterdam
23,1397,Ile,3,Tempéré,Machu Picchu
40,1491,Nature,13,Froid,Queenstown
18,630,Ile,9,Chaud,Zanzibar
36,2072,Ile,11,Tempéré,Santorin
31,3099,Plage,5,Froid,Barcelone
34,1873,Aventure,6,Tempéré,Queenstown
27,2363,Ile,7,Froid,Londres
18,751,Historique,5,Tempéré,Rome
50,4407,Plage,13,Chaud,Santorin
26,500,Megalopole,4,Chaud,Sydney
37,2095,Culture,7,Froid,Londres
66,3968,Culture,5,Chaud,Amsterdam
24,2128,Megalopole,7,Froid,Sydney
33,2893,Plage,12,Tempéré,Zanzibar
35,2070,Nature,12,Froid,Amsterdam
22,1359,Ile,5,Froid,Vancouver
44,827,Historique,5,Froid,Kyoto
65,5961,Historique,6,Tempéré,Paris
41,2243,Plage,3,Chaud,Iles Galapagos
42,2237,Ile,14,Tempéré,Buenos Aires
34,1511,Historique,13,Tempéré,Kyoto
47,1859,Nature,6,Froid,Vancouver
46,3453,Culture,20,Froid,Londres
29,2029,Culture,10,Tempéré,Rome
38,1660,Historique,9,Chaud,Patagonie
31,2503,Ile,9,Tempéré,Marrakech
42,2434,Nature,9,Chaud,Le Cap
51,4997,Ile,14,Tempéré,Prague
22,1959,Ile,12,Froid,Vancouver
20,1726,Culture,3,Tempéré,Paris
35,1407,Ile,6,Chaud,Le Caire
18,1927,Megalopole,3,Chaud,Tokyo
29,830,Ile,7,Chaud,Cancun
27,1981,Historique,11,Froid,Machu Picchu
47,1999,Ile,6,Tempéré,Paris
41,4573,Aventure,4,Chaud,Le Caire
18,1209,Culture,5,Chaud,Machu Picchu
37,2891,Nature,10,Froid,Amsterdam
50,2067,Historique,10,Chaud,Bali
25,1493,Culture,9,Chaud,Londres
27,802,Plage,3,Froid,Machu Picchu
42,1980,Nature,10,Tempéré,Machu Picchu
50,3474,Historique,16,Froid,Kyoto
19,1141,Ile,7,Froid,Patagonie
18,2261,Megalopole,3,Chaud,Le Cap
28,1333,Ile,4,Froid,Amsterdam
51,5943,Megalopole,3,Chaud,Bangkok
40,2664,Aventure,3,Chaud,New York
25,2435,Nature,5,Tempéré,Iles Galapagos
33,3262,Plage,5,Froid,Rio de Janeiro
47,4663,Aventure,14,Chaud,Le Caire
38,2013,Historique,26,Froid,Bangkok
25,1333,Nature,6,Chaud,Marrakech
33,2819,Plage,10,Froid,Tokyo
52,4568,Plage,15,Froid,Barcelone
46,2090,Culture,5,Tempéré,Tokyo
59,4078,Historique,4,Froid,Amsterdam
58,2180,Culture,3,Tempéré,Kyoto
31,1344,Nature,8,Tempéré,Zanzibar
51,4369,Megalopole,4,Chaud,Los Angeles
34,2107,Culture,5,Froid,Londres
30,3131,Aventure,10,Froid,Queenstown
35,1908,Plage,7,Chaud,Rio de Janeiro
29,1361,Plage,8,Tempéré,Patagonie
44,4790,Historique,11,Chaud,Le Caire
18,641,Culture,12,Froid,Amsterdam
51,2002,Plage,22,Froid,Barcelone
28,1947,Plage,4,Chaud,Le Cap
36,1023,Ile,10,Tempéré,Le Cap
29,2672,Nature,12,Chaud,Bali
44,3455,Plage,3,Chaud,Barcelone
37,1147,Aventure,7,Froid,Le Caire
38,1428,Historique,6,Chaud,Le Caire
53,3060,Historique,4,Tempéré,Bali
46,4516,Ile,9,Froid,Santorin
44,3172,Plage,8,Froid,Rio de Janeiro
45,1261,Megalopole,4,Tempéré,Marrakech
43,1449,Nature,4,Chaud,Rome
38,1526,Aventure,8,Tempéré,Kyoto
52,2382,Plage,11,Froid,Machu Picchu
32,1864,Aventure,12,Froid,Queenstown
42,3266,Aventure,6,Froid,Vancouver
33,2440,Aventure,6,Froid,Patagonie
61,2946,Nature,4,Tempéré,Amazonie
50,2298,Aventure,9,Chaud,Bora Bora
36,2612,Historique,11,Froid,Rome
18,1694,Historique,13,Tempéré,Bora Bora
26,1254,Ile,13,Tempéré,Buenos Aires
46,1176,Megalopole,5,Chaud,Marrakech
54,5537,Nature,3,Tempéré,Cancun
18,1384,Culture,11,Froid,Zanzibar
51,2057,Culture,4,Tempéré,Buenos Aires
35,2487,Aventure,6,Chaud,Londres
47,2813,Plage,9,Froid,Iles Galapagos
46,1331,Culture,11,Froid,Patagonie
42,3299,Aventure,6,Tempéré,Santorin
45,1184,Nature,16,Tempéré,Santorin
61,1363,Ile,13,Chaud,Le Cap
54,3486,Historique,4,Froid,Kyoto
18,1645,Nature,7,Froid,Prague
57,3475,Culture,6,Chaud,Buenos Aires
53,1017,Ile,3,Tempéré,Bangkok
51,708,Plage,6,Froid,Bali
53,3730,Aventure,10,Chaud,Le Cap
51,2589,Plage,10,Chaud,Barcelone
18,899,Plage,5,Froid,Cancun
19,1083,Aventure,10,Chaud,Bangkok
44,2009,Plage,4,Chaud,Rio de Janeiro
31,1533,Plage,11,Tempéré,New York
21,1540,Megalopole,8,Chaud,Le Caire
64,4860,Historique,11,Tempéré,Rome
49,1091,Plage,8,Tempéré,Cancun
31,1061,Aventure,9,Froid,Machu Picchu
21,1189,Historique,4,Chaud,Le Caire
58,3342,Culture,9,Froid,Machu Picchu
18,500,Nature,14,Chaud,Le Cap
27,2138,Aventure,10,Tempéré,New York
22,1629,Culture,12,Tempéré,Paris
37,3813,Ile,4,Tempéré,Bora Bora
43,3164,Megalopole,15,Tempéré,Dubai
59,4903,Megalopole,5,Tempéré,New York
37,3292,Plage,9,Chaud,Londres
47,3693,Plage,11,Froid,Barcelone
39,3391,Historique,8,Tempéré,Tokyo
28,1953,Culture,3,Tempéré,Tokyo
38,3067,Ile,8,Chaud,Le Caire
37,3042,Aventure,4,Chaud,New York
42,3424,Ile,10,Tempéré,Santorin
39,3472,Ile,4,Froid,Prague
39,1519,Culture,7,Chaud,Barcelone
18,2139,Nature,5,Chaud,Bora Bora
24,2202,Megalopole,7,Chaud,Sydney
39,1360,Ile,9,Tempéré,Bora Bora
55,3987,Aventure,4,Froid,Bora Bora
31,1279,Aventure,9,Tempéré,Buenos Aires
27,1803,Culture,5,Chaud,Rio de Janeiro
40,1359,Ile,8,Chaud,Bora Bora
48,2905,Ile,6,Froid,Santorin
18,1842,Culture,6,Tempéré,Vancouver
51,500,Culture,10,Tempéré,New York
18,1229,Aventure,13,Froid,Queenstown
46,3041,Nature,7,Chaud,Rome
54,1859,Culture,7,Chaud,Buenos Aires
26,2982,Ile,3,Froid,Londres
36,3144,Plage,8,Tempéré,Sydney
25,1342,Nature,5,Tempéré,Patagonie
61,5392,Megalopole,21,Froid,Los Angeles
38,1264,Plage,16,Tempéré,Tokyo
33,2001,Plage,4,Tempéré,Cancun
35,500,Plage,12,Chaud,Sydney
32,1756,Megalopole,13,Froid,Patagonie
24,1684,Ile,8,Chaud,Santorin
39,2851,Plage,24,Chaud,Bora Bora
44,517,Aventure,3,Tempéré,Cancun
48,500,Aventure,6,Chaud,Le Caire
29,1588,Historique,15,Tempéré,Le Caire
35,795,Ile,14,Froid,Santorin
32,2199,Nature,4,Chaud,Dubai
38,3073,Ile,9,Froid,Prague
35,899,Historique,8,Chaud,Prague
54,3282,Historique,3,Tempéré,Kyoto
36,500,Megalopole,13,Tempéré,Dubai
19,1790,Nature,7,Froid,Rio de Janeiro
37,3122,Culture,3,Tempéré,Buenos Aires
46,3905,Historique,5,Tempéré,Dubai
48,3693,Megalopole,7,Tempéré,Los Angeles
48,3172,Megalopole,7,Froid,Bali
48,2191,Nature,7,Chaud,Los Angeles
37,1637,Nature,8,Chaud,Le Caire
41,1584,Plage,11,Chaud,Le Caire
24,2814,Culture,13,Chaud,Iles Galapagos
35,1856,Megalopole,9,Chaud,Tokyo
31,2915,Aventure,9,Tempéré,Patagonie
48,3274,Historique,4,Tempéré,Machu Picchu
55,5536,Aventure,5,Froid,Amsterdam
31,1065,Nature,11,Chaud,Amazonie
41,1501,Megalopole,6,Tempéré,Dubai
37,3807,Aventure,4,Chaud,Dubai
42,1425,Nature,5,Tempéré,Iles Galapagos
38,1044,Historique,9,Chaud,Le Caire
53,2805,Culture,8,Froid,Queenstown
24,1885,Megalopole,6,Tempéré,Tokyo
48,5047,Culture,3,Chaud,Rio de Janeiro
29,1654,Megalopole,7,Chaud,Prague
33,2546,Nature,5,Chaud,Cancun
41,2739,Nature,8,Froid,Prague
27,1069,Ile,3,Froid,Bali
58,4252,Historique,4,Chaud,Rome
31,2465,Historique,3,Froid,Queenstown
50,3796,Aventure,5,Chaud,Amazonie
18,1322,Nature,7,Tempéré,Prague
49,2959,Nature,10,Froid,Zanzibar
44,3442,Culture,5,Froid,Vancouver
29,1912,Megalopole,5,Froid,Londres
32,2295,Culture,6,Tempéré,Paris
40,2968,Megalopole,3,Tempéré,Tokyo
35,2615,Plage,11,Froid,Rio de Janeiro
33,1805,Nature,5,Tempéré,Iles Galapagos
40,2869,Megalopole,11,Froid,Rome
53,4495,Ile,3,Tempéré,Bali
35,2080,Historique,11,Froid,Queenstown
39,2554,Nature,6,Froid,Buenos Aires
46,3569,Plage,5,Chaud,Iles Galapagos
31,562,Megalopole,6,Tempéré,Kyoto
52,2725,Ile,6,Froid,Santorin
26,1843,Historique,11,Tempéré,Marrakech
44,1558,Nature,7,Froid,Tokyo
64,2542,Ile,3,Tempéré,Tokyo
27,1231,Ile,4,Froid,Londres
38,1520,Aventure,5,Chaud,Santorin
50,4654,Culture,6,Chaud,Rio de Janeiro
47,500,Nature,3,Froid,Machu Picchu
56,2667,Plage,9,Chaud,Amazonie
31,2322,Nature,5,Froid,Iles Galapagos
18,500,Nature,8,Chaud,Dubai
43,3518,Ile,7,Tempéré,Bali
36,3665,Plage,8,Chaud,Iles Galapagos
29,2313,Historique,3,Froid,Machu Picchu
46,3339,Aventure,8,Froid,Le Cap
49,2174,Nature,10,Chaud,Marrakech
43,2028,Nature,9,Froid,Le Cap
32,2336,Megalopole,6,Chaud,Rome
38,1983,Historique,5,Chaud,Marrakech
33,1729,Culture,9,Chaud,Marrakech
56,5617,Megalopole,5,Froid,Dubai
18,1983,Megalopole,6,Froid,Tokyo
35,3194,Culture,6,Chaud,Paris
42,3169,Historique,5,Chaud,Le Caire
58,6879,Historique,14,Tempéré,Tokyo
31,1924,Aventure,12,Chaud,Buenos Aires
39,1421,Plage,6,Froid,Barcelone
33,799,Ile,17,Froid,Machu Picchu
18,1243,Nature,6,Tempéré,Amazonie
39,1740,Nature,5,Chaud,Bangkok
23,2490,Megalopole,10,Froid,Los Angeles
26,2192,Megalopole,3,Froid,Queenstown
25,1394,Plage,10,Chaud,Bali
64,1518,Historique,7,Tempéré,Machu Picchu
29,2253,Historique,9,Froid,Patagonie
57,4876,Culture,7,Tempéré,Queenstown
53,3987,Culture,6,Tempéré,Santorin
33,2910,Nature,4,Froid,Sydney
18,951,Ile,12,Tempéré,Tokyo
32,2355,Ile,7,Chaud,Bali
31,1251,Megalopole,6,Tempéré,Sydney
42,889,Aventure,7,Tempéré,Machu Picchu
31,1046,Plage,11,Tempéré,Buenos Aires
56,4158,Megalopole,10,Froid,Vancouver
38,2222,Nature,6,Chaud,Bangkok
42,1647,Aventure,11,Chaud,Le Cap
60,3013,Plage,5,Chaud,Los Angeles
39,3666,Historique,3,Chaud,Kyoto
55,2975,Nature,8,Tempéré,Tokyo
18,879,Aventure,5,Chaud,New York
28,1422,Plage,3,Chaud,Marrakech
50,4965,Nature,4,Froid,Vancouver
45,2647,Historique,17,Chaud,Prague
29,1754,Culture,10,Chaud,Dubai
34,2778,Culture,7,Tempéré,Los Angeles
39,2934,Plage,6,Tempéré,Buenos Aires
33,1769,Historique,6,Tempéré,Kyoto
41,4820,Ile,9,Chaud,Bali
36,2590,Plage,6,Chaud,Santorin
33,2725,Megalopole,7,Chaud,Le Cap
45,2837,Megalopole,12,Tempéré,Zanzibar
45,5179,Aventure,11,Tempéré,Iles Galapagos
22,1858,Historique,6,Chaud,Marrakech
42,1519,Historique,6,Froid,Rome
36,2455,Aventure,33,Froid,Queenstown
53,4670,Culture,12,Froid,Rome
31,1852,Aventure,7,Tempéré,Buenos Aires
35,1373,Culture,7,Chaud,Paris
43,1958,Plage,12,Froid,Cancun
42,3368,Historique,8,Chaud,Barcelone
46,2102,Culture,4,Tempéré,New York
47,995,Historique,5,Tempéré,Rome
26,500,Aventure,6,Froid,Prague
35,1841,Aventure,6,Tempéré,Machu Picchu
39,2685,Historique,6,Tempéré,Kyoto
50,5134,Nature,4,Froid,Londres
60,3310,Historique,6,Froid,Prague
